sample	Chromosome	Start.bp	End.bp	n_probes	length	seg_sigma	W	copy_ratio	modal_cn	expected_cn	subclonal	cancer_cell_frac	ccf_ci95_low	ccf_ci95_high	hz
SRP055730	14	19057240	20679130	85	1621890	0.01356	0.00059	0.48234	2	2	1	0.25	0.04576	0.47728	0
SRP055730	14	20694979	22106867	95	1411888	0.01282	0.00052	0.62103	3	3	1	0.24	0.04617	0.46949	0
SRP055730	14	22122869	23087548	33	964679	0.02176	0.00035	0.4058	2	2	1	0.3	0.05457	0.59245	0
SRP055730	14	23147691	23804091	38	656400	0.02028	0.00024	0.66064	4	3.80267	1	0.53	0.24317	0.80476	0
SRP055730	14	23822734	25136106	89	1313372	0.01325	0.00048	0.50942	2	2.00013	1	0.44	0.20485	0.66849	0
SRP055730	14	25235541	29868623	19	4633082	0.02868	0.00169	0.37758	2	1.51646	1	0.51	0.16752	0.8369	0
SRP055730	14	30057753	31409334	25	1351581	0.025	0.00049	0.509	2	2.00371	1	0.44	0.12928	0.74801	0
SRP055730	14	31477743	31869917	30	392174	0.02282	0.00014	0.75301	4	4	1	0.19	0.02564	0.49652	0
SRP055730	14	31902017	34644625	29	2742608	0.02321	0.001	0.45468	2	2	0	1	1	1	0
SRP055730	14	34890579	35885250	30	994671	0.02282	0.00036	0.81866	5	5	1	0.67	0.3608	0.93228	0
SRP055730	14	35936364	36383039	17	446675	0.03032	0.00016	0.60079	3	3	0	1	1	1	0
SRP055730	14	36546366	39348351	26	2801985	0.02451	0.00102	0.45098	2	2	0	1	1	1	0
SRP055730	14	39505668	39896614	26	390946	0.02451	0.00014	0.69022	4	4	1	0.74	0.42238	0.96839	0
SRP055730	14	40097895	44697089	16	4599194	0.03125	0.00168	0.40735	2	2	0	0.29	0.04001	0.65152	0
SRP055730	14	44889394	45789989	45	900595	0.01863	0.00033	0.60338	3	3	0	1	1	1	0
SRP055730	14	45999672	49935941	17	3936269	0.03032	0.00144	0.41375	2	2	0	1	1	1	0
SRP055730	14	50055110	50875372	44	820262	0.01884	3e-04	0.73562	4	4	0	0.07	0.01601	0.35956	0
SRP055730	14	50893976	63874583	285	12980607	0.0074	0.00474	0.52367	3	2.99893	1	0.54	0.34834	0.72969	0
SRP055730	14	64425468	73298327	206	8872859	0.00871	0.00324	0.54444	3	3	1	0.69	0.48847	0.88657	0
SRP055730	14	73392207	74849527	58	1457320	0.01641	0.00053	0.77043	4	4	1	0.32	0.07779	0.56879	0
SRP055730	14	74910852	77784930	88	2874078	0.01333	0.00105	0.55642	3	3	1	0.78	0.54073	0.96648	0
SRP055730	14	77805616	78382432	24	576816	0.02552	0.00021	0.68626	4	4	1	0.71	0.38769	0.96049	0
SRP055730	14	78527682	88682967	73	10155285	0.01463	0.00371	0.44042	2	2	0	1	1	1	0
SRP055730	14	88750049	93787500	133	5037451	0.01084	0.00184	0.5525	3	3	1	0.75	0.53102	0.94508	0
SRP055730	14	93884249	96818404	81	2934155	0.01389	0.00107	0.35652	1	1	1	0.66	0.41674	0.88592	0
SRP055730	14	96997508	102269010	72	5271502	0.01473	0.00192	0.34074	1	1	0	0.77	0.52282	0.96579	0
SRP055730	14	102339640	107259504	197	4919864	0.00891	0.0018	0.46286	2	2	0	1	1	1	0
SRP055730	15	20042051	20397146	11	355095	0.03769	0.00013	0.43333	2	2	0	1	1	1	0
SRP055730	15	20492248	22760861	87	2268613	0.0134	0.00083	0.43786	2	2	0	1	1	1	0
SRP055730	15	22806206	23118904	17	312698	0.03032	0.00011	0.62219	3	3	0	0.25	0.03253	0.6074	0
SRP055730	15	23138805	40660446	481	17521641	0.0057	0.00639	0.4587	2	2	0	1	1	1	0
SRP055730	15	40671720	42029351	73	1357631	0.01463	5e-04	0.66252	4	3.98337	1	0.54	0.29612	0.77926	0
SRP055730	15	42033612	44007982	169	1974370	0.00962	0.00072	0.51101	2	2.00021	1	0.45	0.24172	0.65443	0
SRP055730	15	44015739	44150843	17	135104	0.03032	5e-05	0.6584	3	3.34123	1	0.51	0.16368	0.85177	0
SRP055730	15	44568586	45040275	21	471689	0.02728	0.00017	0.64503	3	3.00081	1	0.42	0.10256	0.74278	0
SRP055730	15	45063651	50540386	130	5476735	0.01096	0.002	0.41773	2	2	0	0.22	0.03874	0.43029	0
SRP055730	15	50558475	51263566	32	705091	0.0221	0.00026	0.6404	3	3.00001	1	0.38	0.10033	0.67344	0
SRP055730	15	51283258	52043188	30	759930	0.02282	0.00028	0.41816	2	2	0	1	1	1	0
SRP055730	15	52082995	52402306	13	319311	0.03467	0.00012	0.58586	3	3	0	1	1	1	0
SRP055730	15	52428225	55556949	61	3128724	0.016	0.00114	0.42906	2	2	0	1	1	1	0
SRP055730	15	55814291	60776120	119	4961829	0.01146	0.00181	0.47505	2	2	0	0.19	0.03066	0.41122	0
SRP055730	15	62093828	64473832	92	2380004	0.01303	0.00087	0.45355	2	2	0	1	1	1	0
SRP055730	15	64753889	66523000	70	1769111	0.01494	0.00065	0.56512	3	3	0	1	1	1	0
SRP055730	15	66716341	66851629	12	135288	0.03608	5e-05	0.56485	3	3	0	1	1	1	0
SRP055730	15	66937272	69818521	58	2881249	0.01641	0.00105	0.43965	2	2	0	1	1	1	0
SRP055730	15	70922314	74939665	120	4017351	0.01141	0.00147	0.45604	2	2	0	1	1	1	0
SRP055730	15	74957851	75407388	15	449537	0.03227	0.00016	0.579	3	3	0	1	1	1	0
SRP055730	15	75489679	75593886	16	104207	0.03125	4e-05	0.44289	2	2	0	1	1	1	0
SRP055730	15	75616645	75925824	15	309179	0.03227	0.00011	0.63783	3	3.00016	1	0.37	0.06107	0.72774	0
SRP055730	15	75954831	85122621	255	9167790	0.00783	0.00335	0.45111	2	2	0	1	1	1	0
SRP055730	15	85315628	102513361	324	17197733	0.00694	0.00628	0.45114	2	2	0	1	1	1	0
SRP055730	16	147943	5162422	202	5014479	0.00879	0.00183	0.67368	4	4	1	0.62	0.41754	0.81848	0
SRP055730	16	5248171	8376851	16	3128680	0.03125	0.00114	0.49787	2	2.00013	1	0.36	0.06016	0.71406	0
SRP055730	16	8627288	9230582	16	603294	0.03125	0.00022	0.67813	4	3.99937	1	0.66	0.28992	0.94733	0
SRP055730	16	9383111	13602713	72	4219602	0.01473	0.00154	0.4734	2	2	0	1	1	1	0
SRP055730	16	13881399	14593340	14	711941	0.03341	0.00026	0.35837	1	1.00095	1	0.64	0.26502	0.94701	0
SRP055730	16	14660828	15730826	77	1069998	0.01425	0.00039	0.49074	2	2	1	0.31	0.07812	0.54155	0
SRP055730	16	15753008	16290661	19	537653	0.02868	2e-04	0.84401	5	5	1	0.85	0.48784	0.98713	0
SRP055730	16	16316696	18918497	99	2601801	0.01256	0.00095	0.5792	3	3	0	1	1	1	0
SRP055730	16	19181102	20909094	69	1727992	0.01505	0.00063	0.72103	4	4	0	1	1	1	0
SRP055730	16	20948601	21300818	24	352217	0.02552	0.00013	1.15288	7	7	1	0.07	0.01675	0.41424	0
SRP055730	16	21359798	21495215	27	135417	0.02406	5e-05	0.67116	4	3.99907	1	0.61	0.29177	0.89499	0
SRP055730	16	21519966	21825436	16	305470	0.03125	0.00011	0.98893	6	6	1	0.89	0.50326	0.98995	0
SRP055730	16	21837538	21926841	25	89303	0.025	3e-05	0.67345	4	3.99961	1	0.62	0.30133	0.91114	0
SRP055730	16	22415682	22516952	19	101270	0.02868	4e-05	0.71839	4	4	0	0.94	0.56647	1	0
SRP055730	16	22557822	23157224	11	599402	0.03769	0.00022	0.78265	4	4.00595	1	0.41	0.0684	0.80234	0
SRP055730	16	23203246	23745312	25	542066	0.025	2e-04	1.16905	7	7	1	0.19	0.02447	0.5067	0
SRP055730	16	23857442	24612455	14	755013	0.03341	0.00028	0.85853	5	5	0	0.95	0.53459	1	0
SRP055730	16	24702423	25332721	24	630298	0.02552	0.00023	0.34609	1	1	0	0.73	0.40654	0.96689	0
SRP055730	16	27112128	27517884	13	405756	0.03467	0.00015	0.34275	1	1.00001	0	1	1	1	0
SRP055730	16	27724032	28177663	10	453631	0.03953	0.00017	0.36194	1	1.01436	0	0.62	0.20187	0.94699	0
SRP055730	16	28255701	29096259	64	840558	0.01562	0.00031	0.54762	3	3	1	0.72	0.46199	0.93931	0
SRP055730	16	29374252	29950826	61	576574	0.016	0.00021	0.50269	2	2	1	0.39	0.14018	0.63948	0
SRP055730	16	30041530	31453820	102	1412290	0.01238	0.00052	0.47875	2	2	0	0.22	0.03768	0.4436	0
SRP055730	16	31479240	32290314	31	811074	0.02245	3e-04	0.37245	1	1.03589	1	0.54	0.24241	0.83265	0
SRP055730	16	32342469	32871216	23	528747	0.02606	0.00019	0.52081	3	2.69306	1	0.52	0.19882	0.83633	0
SRP055730	16	32998170	33354780	16	356610	0.03125	0.00013	0.50531	2	2.00277	1	0.41	0.08569	0.76518	0
SRP055730	16	33469150	40761812	44	7292662	0.01884	0.00266	0.54773	3	3	1	0.72	0.43972	0.94934	0
SRP055730	16	46468365	47137166	23	668801	0.02606	0.00024	0.73869	4	4	0	0.09	0.01766	0.43462	0
SRP055730	16	47159874	49961908	50	2802034	0.01768	0.00102	0.56563	3	3	0	1	1	1	0
SRP055730	16	50257495	53329706	50	3072211	0.01768	0.00112	0.5752	3	3	0	1	1	1	0
SRP055730	16	53335518	53588738	16	253220	0.03125	9e-05	0.79677	4	4.3427	1	0.51	0.15458	0.85294	0
SRP055730	16	53658511	56412206	41	2753695	0.01952	0.001	0.56075	3	3	0	0.81	0.52434	0.98095	0
SRP055730	16	56432563	56659537	13	226974	0.03467	8e-05	0.73664	4	4	0	0.08	0.01794	0.4921	0
SRP055730	16	56713944	58582374	74	1868430	0.01453	0.00068	0.68436	4	4	1	0.7	0.45359	0.92384	0
SRP055730	16	58585652	58821630	10	235978	0.03953	9e-05	0.97248	6	5.99993	1	0.77	0.33774	0.98012	0
SRP055730	16	59040860	66490225	35	7449365	0.02113	0.00272	0.55173	3	3	1	0.75	0.45101	0.9658	0
SRP055730	16	66555602	70236622	171	3681020	0.00956	0.00134	0.93247	5	5.02322	1	0.48	0.27369	0.68571	0
SRP055730	16	70255528	70293664	10	38136	0.03953	1e-05	0.76734	4	4.0001	1	0.3	0.03672	0.71614	0
SRP055730	16	70302647	70564564	15	261917	0.03227	1e-04	1.22904	8	7.99565	1	0.62	0.24735	0.93241	0
SRP055730	16	70765584	71540375	31	774791	0.02245	0.00028	0.61888	3	3	0	0.23	0.03145	0.52606	0
SRP055730	16	71587431	72070276	29	482845	0.02321	0.00018	1.03443	6	6	1	0.22	0.02921	0.52167	0
SRP055730	16	72090566	74295470	32	2204904	0.0221	8e-04	0.64347	3	3.00006	1	0.41	0.11723	0.69535	0
SRP055730	16	74435574	75684300	40	1248726	0.01976	0.00046	0.99698	6	6	1	0.95	0.64101	1	0
SRP055730	16	75717136	77017114	14	1299978	0.03341	0.00047	0.55812	3	3	0	1	1	1	0
SRP055730	16	77214373	78731708	20	1517335	0.02795	0.00055	0.69923	4	4	0	0.81	0.45675	0.98272	0
SRP055730	16	78994752	80860909	10	1866157	0.03953	0.00068	0.53342	3	2.9744	1	0.61	0.19748	0.94513	0
SRP055730	16	81026895	81312786	18	285891	0.02946	1e-04	1.01497	6	6	1	0.08	0.01747	0.45194	0
SRP055730	16	81356128	85895940	75	4539812	0.01443	0.00166	0.72374	4	4	0	1	1	1	0
SRP055730	16	87333199	89411931	42	2078732	0.01929	0.00076	0.7539	4	4	1	0.2	0.0275	0.47549	0
SRP055730	16	89529809	90106584	25	576775	0.025	0.00021	1.03207	6	6	1	0.2	0.02622	0.5197	0
SRP055730	17	61548	5491630	225	5430082	0.00833	0.00198	0.56169	3	3	0	0.82	0.61377	0.97309	0
SRP055730	17	6229150	6596821	13	367671	0.03467	0.00013	0.52229	3	2.68405	1	0.53	0.15771	0.88917	0
SRP055730	17	6628633	10301403	193	3672770	0.009	0.00134	0.66819	4	4	1	0.58	0.3766	0.78047	0
SRP055730	17	10303739	10445303	40	141564	0.01976	5e-05	0.45148	2	2	0	1	1	1	0
SRP055730	17	10449061	16075899	108	5626838	0.01203	0.00205	0.59606	3	3	0	1	1	1	0
SRP055730	17	16329111	16733356	28	404245	0.02362	0.00015	0.56681	3	3	0	1	1	1	0
SRP055730	17	16744521	17122077	12	377556	0.03608	0.00014	0.41398	2	1.99999	0	1	1	1	0
SRP055730	17	17276569	18167321	30	890752	0.02282	0.00033	0.46135	2	2	0	1	1	1	0
SRP055730	17	18292454	20488400	120	2195946	0.01141	8e-04	0.48833	2	2	1	0.29	0.07749	0.50425	0
SRP055730	17	20772762	22137567	22	1364805	0.02665	5e-04	0.43871	2	2	0	1	1	1	0
SRP055730	17	22249661	25752882	13	3503221	0.03467	0.00128	0.57389	3	3	0	1	1	1	0
SRP055730	17	26049833	27060020	58	1010187	0.01641	0.00037	0.54868	3	3	1	0.72	0.46381	0.94652	0
SRP055730	17	27210423	27469213	14	258790	0.03341	9e-05	0.50499	2	2.00392	1	0.41	0.0787	0.77744	0
SRP055730	17	27512002	27852968	11	340966	0.03769	0.00012	0.71086	4	4	0	0.89	0.45206	0.98944	0
SRP055730	17	27878801	28960283	49	1081482	0.01786	0.00039	0.55518	3	3	0	0.77	0.49895	0.96977	0
SRP055730	17	28988695	29342371	21	353676	0.02728	0.00013	0.79116	4	4.03509	1	0.47	0.14194	0.79219	0
SRP055730	17	29365471	29975750	29	610279	0.02321	0.00022	0.51478	2	2.07227	1	0.48	0.1761	0.77656	0
SRP055730	17	30314483	30791520	29	477037	0.02321	0.00017	0.66275	4	3.90717	1	0.54	0.238	0.83813	0
SRP055730	17	30804426	31293521	10	489095	0.03953	0.00018	0.50671	2	2.01829	1	0.42	0.07127	0.82617	0
SRP055730	17	31337252	33215763	17	1878511	0.03032	0.00069	0.39982	2	1.99993	0	0.35	0.05709	0.69623	0
SRP055730	17	33264382	35626746	130	2362364	0.01096	0.00086	0.53694	3	3	1	0.64	0.41871	0.84943	0
SRP055730	17	35637400	36000180	21	362780	0.02728	0.00013	0.69133	4	4	1	0.75	0.40946	0.97265	0
SRP055730	17	36050126	37393455	61	1343329	0.016	0.00049	0.49711	2	2	1	0.35	0.10496	0.5995	0
SRP055730	17	37423271	37681457	14	258186	0.03341	9e-05	0.87251	5	5	0	0.05	0.01704	0.4651	0
SRP055730	17	37731472	38611380	58	879908	0.01641	0.00032	0.44317	2	2	0	1	1	1	0
SRP055730	17	38635156	39815496	73	1180340	0.01463	0.00043	0.32881	1	1	0	1	1	1	0
SRP055730	17	39859024	48615985	395	8756961	0.00629	0.0032	0.42377	2	2	0	1	1	1	0
SRP055730	17	48719668	49359926	27	640258	0.02406	0.00023	0.38865	2	1.99824	1	0.43	0.12473	0.73021	0
SRP055730	17	49439451	54765486	43	5326035	0.01906	0.00194	0.2691	1	1	1	0.29	0.0526	0.5566	0
SRP055730	17	54892417	55755594	18	863177	0.02946	0.00031	0.35391	1	1.00003	1	0.68	0.3237	0.95305	0
SRP055730	17	55862327	56790961	44	928634	0.01884	0.00034	0.48204	2	2	0	0.24	0.03765	0.51398	0
SRP055730	17	56915097	58101825	60	1186728	0.01614	0.00043	0.37119	1	1.003	1	0.55	0.29543	0.79951	0
SRP055730	17	58245823	59002188	26	756365	0.02451	0.00028	0.35442	1	1	1	0.67	0.35581	0.94122	0
SRP055730	17	59679270	63902673	171	4223403	0.00956	0.00154	0.32856	1	1	0	1	1	1	0
SRP055730	17	64323015	65187910	18	864895	0.02946	0.00032	0.32802	1	1	0	1	1	1	0
SRP055730	17	65203124	66200379	39	997255	0.02002	0.00036	0.44268	2	2	0	1	1	1	0
SRP055730	17	66471747	70833719	74	4361972	0.01453	0.00159	0.4082	2	2	1	0.29	0.06369	0.52332	0
SRP055730	17	71003806	77078155	184	6074349	0.00922	0.00222	0.54304	3	3	1	0.68	0.47476	0.88012	0
SRP055730	17	77968241	78320917	17	352676	0.03032	0.00013	0.54278	3	2.99995	1	0.68	0.32179	0.95597	0
SRP055730	17	78325206	79452124	26	1126918	0.02451	0.00041	0.43147	2	2	0	1	1	1	0
SRP055730	17	79487104	80789260	46	1302156	0.01843	0.00048	0.54625	3	3	1	0.71	0.43216	0.94249	0
SRP055730	18	28932	602788	19	573856	0.02868	0.00021	0.59689	3	3	0	1	1	1	0
SRP055730	18	633051	811073	10	178022	0.03953	6e-05	0.78433	4	4.01278	1	0.42	0.07008	0.82368	0
SRP055730	18	2545762	11785997	163	9240235	0.00979	0.00337	0.56137	3	3	0	0.82	0.60108	0.97447	0
SRP055730	18	12244237	12973594	21	729357	0.02728	0.00027	0.76601	4	4	1	0.29	0.04164	0.61702	0
SRP055730	18	13004100	15327618	72	2323518	0.01473	0.00085	0.54	3	3	1	0.66	0.41393	0.89357	0
SRP055730	18	18527503	19078088	17	550585	0.03032	2e-04	0.35585	1	1.00011	1	0.66	0.30411	0.94891	0
SRP055730	18	19324969	22049037	72	2724068	0.01473	0.00099	0.40752	2	2	1	0.29	0.06597	0.52944	0
SRP055730	18	22142525	24518003	29	2375478	0.02321	0.00087	0.25909	1	1	1	0.36	0.07964	0.65713	0
SRP055730	18	24630997	28517494	18	3886497	0.02946	0.00142	0.17619	0	0	0	0.96	0.56834	1	1
SRP055730	18	28581945	29378989	39	797044	0.02002	0.00029	0.25213	1	0.99999	1	0.41	0.13112	0.68404	0
SRP055730	18	29425000	29801961	18	376961	0.02946	0.00014	0.33888	1	1	0	1	1	1	0
SRP055730	18	29837340	33488269	50	3650929	0.01768	0.00133	0.22452	0	9e-05	1	0.61	0.33967	0.86261	1
SRP055730	18	33564004	33831284	15	267280	0.03227	1e-04	0.29954	1	1	0	1	1	1	0
SRP055730	18	33852151	34796938	15	944787	0.03227	0.00034	0.2314	0	0.37497	1	0.56	0.19215	0.89642	1
SRP055730	18	34889963	39212741	15	4322778	0.03227	0.00158	0.13983	0	0	1	NA	0.01	1	1
SRP055730	18	39453338	43375181	31	3921843	0.02245	0.00143	0.19708	0	0	1	0.81	0.4971	0.98109	1
SRP055730	18	43430327	43621941	15	191614	0.03227	7e-05	0.29863	1	1	0	1	1	1	0
SRP055730	18	43924394	44402393	12	477999	0.03608	0.00017	0.23901	1	0.92305	1	0.5	0.12744	0.8732	0
SRP055730	18	44416828	44671594	16	254766	0.03125	9e-05	0.31101	1	1	0	1	1	1	0
SRP055730	18	44726921	46828537	18	2101616	0.02946	0.00077	0.22099	0	0.00382	1	0.63	0.28139	0.93311	1
SRP055730	18	46881746	48211093	32	1329347	0.0221	0.00049	0.32173	1	1	0	1	1	1	0
SRP055730	18	48289989	48761082	14	471093	0.03341	0.00017	0.4195	2	2	0	1	1	1	0
SRP055730	18	48953056	51893993	28	2940937	0.02362	0.00107	0.30364	1	1	0	1	1	1	0
SRP055730	18	51937686	54018468	16	2080782	0.03125	0.00076	0.21822	0	0.00237	1	0.65	0.28795	0.94652	1
SRP055730	18	55225982	68072424	181	12846442	0.00929	0.00469	0.35141	1	1	1	0.7	0.48586	0.89162	0
SRP055730	18	68344884	71336227	13	2991343	0.03467	0.00109	0.28067	1	1	0	1	1	1	0
SRP055730	18	71618458	72378755	23	760297	0.02606	0.00028	0.46411	2	2	0	1	1	1	0
SRP055730	18	72499706	77895958	50	5396252	0.01768	0.00197	0.31161	1	1	0	1	1	1	0
SRP055730	19	65976	4962028	138	4896052	0.01064	0.00179	0.53201	3	3	1	0.6	0.38543	0.81244	0
SRP055730	19	5212088	8972496	137	3760408	0.01068	0.00137	0.55108	3	3	1	0.74	0.52202	0.93745	0
SRP055730	19	8984507	9091007	66	106500	0.01539	4e-05	0.3941	2	2	1	0.39	0.13919	0.62994	0
SRP055730	19	9142815	13059791	236	3916976	0.00814	0.00143	0.55196	3	3	1	0.75	0.54635	0.93068	0
SRP055730	19	13233508	15700741	86	2467233	0.01348	9e-04	0.52805	3	2.99992	1	0.58	0.33692	0.80384	0
SRP055730	19	15723156	16164818	26	441662	0.02451	0.00016	0.37011	1	1.01424	1	0.56	0.24475	0.86028	0
SRP055730	19	16207752	27840479	320	11632727	0.00699	0.00424	0.46718	2	2	0	1	1	1	0
SRP055730	19	28120824	30029335	11	1908511	0.03769	7e-04	0.28748	1	1	0	1	1	1	0
SRP055730	19	30472121	32848164	20	2376043	0.02795	0.00087	0.29186	1	1	0	1	1	1	0
SRP055730	19	33083624	33675191	30	591567	0.02282	0.00022	0.54237	3	3	1	0.68	0.37303	0.9394	0
SRP055730	19	34548940	35028424	17	479484	0.03032	0.00017	0.46925	2	2	0	1	1	1	0
SRP055730	19	35034248	35292222	13	257974	0.03467	9e-05	0.33011	1	1	0	1	1	1	0
SRP055730	19	35379169	41385429	287	6006260	0.00738	0.00219	0.46167	2	2	0	1	1	1	0
SRP055730	19	41401355	41940621	24	539266	0.02552	2e-04	0.79998	5	4.77241	1	0.53	0.21016	0.8403	0
SRP055730	19	41978378	42306786	16	328408	0.03125	0.00012	0.52382	3	2.84144	1	0.55	0.18641	0.88232	0
SRP055730	19	42322604	43113998	39	791394	0.02002	0.00029	0.72349	4	4	0	1	1	1	0
SRP055730	19	43136511	43698652	47	562141	0.01823	0.00021	0.47481	2	2	0	1	1	1	0
SRP055730	19	43889122	44306972	16	417850	0.03125	0.00015	0.84853	5	5	1	0.88	0.49509	0.98937	0
SRP055730	19	44343286	45077711	69	734425	0.01505	0.00027	0.56646	3	3	0	1	1	1	0
SRP055730	19	45144109	46524903	48	1380794	0.01804	5e-04	0.92008	5	5	1	0.4	0.13035	0.65647	0
SRP055730	19	46772787	47326564	15	553777	0.03227	2e-04	0.85106	5	5	1	0.9	0.50191	1	0
SRP055730	19	47517499	51309524	158	3792025	0.00994	0.00138	0.86486	5	5	0	1	0.75666	1	0
SRP055730	19	51326189	54077442	218	2751253	0.00847	0.001	0.67799	4	4	1	0.65	0.45094	0.84697	0
SRP055730	19	54100326	54270205	17	169879	0.03032	6e-05	0.94098	6	5.81117	1	0.55	0.19281	0.87852	0
SRP055730	19	54356369	55074786	39	718417	0.02002	0.00026	0.74916	4	4	0	0.17	0.02271	0.44997	0
SRP055730	19	55092436	55374260	33	281824	0.02176	1e-04	0.54323	3	3	1	0.68	0.38679	0.93982	0
SRP055730	19	55388787	55548983	12	160196	0.03608	6e-05	1.0944	7	6.99736	1	0.65	0.25092	0.95271	0
SRP055730	19	55582745	56710324	57	1127579	0.01656	0.00041	0.77676	4	4	1	0.36	0.11177	0.6151	0
SRP055730	19	56718785	57289689	28	570904	0.02362	0.00021	0.57656	3	3	0	1	1	1	0
SRP055730	19	57714424	59092056	109	1377632	0.01197	5e-04	0.6628	4	3.99398	1	0.54	0.31683	0.76275	0
SRP055730	2	115301	3268280	36	3152979	0.02083	0.00115	0.24615	1	0.99922	1	0.45	0.16491	0.73251	0
SRP055730	2	3365667	3753965	12	388298	0.03608	0.00014	0.37403	1	1.27357	1	0.53	0.14908	0.89367	0
SRP055730	2	3782953	8882693	27	5099740	0.02406	0.00186	0.26284	1	1	1	0.33	0.06268	0.6368	0
SRP055730	2	8904302	12146039	89	3241737	0.01325	0.00118	0.38367	2	1.9963	1	0.46	0.22616	0.68984	0
SRP055730	2	12274348	15143786	11	2869438	0.03769	0.00105	0.24142	1	0.96226	1	0.49	0.10951	0.86758	0
SRP055730	2	15318679	16224719	23	906040	0.02606	0.00033	0.34069	1	1	0	0.77	0.43928	0.97664	0
SRP055730	2	17649872	18112941	18	463069	0.02946	0.00017	0.34816	1	1	0	0.72	0.36323	0.96648	0
SRP055730	2	18257129	19960120	10	1702991	0.03953	0.00062	0.25979	1	0.99978	0	0.35	0.04878	0.76738	0
SRP055730	2	20084860	21365180	51	1280320	0.0175	0.00047	0.34361	1	1	0	0.75	0.48258	0.96222	0
SRP055730	2	21438170	23953601	12	2515431	0.03608	0.00092	0.25067	1	0.99821	1	0.42	0.07724	0.80376	0
SRP055730	2	23979238	26056257	70	2077019	0.01494	0.00076	0.42926	2	2	0	1	1	1	0
SRP055730	2	26391435	26672073	19	280638	0.02868	1e-04	0.433	2	2	0	1	1	1	0
SRP055730	2	26983107	29110941	107	2127834	0.01208	0.00078	0.41912	2	2	0	0.21	0.03381	0.42894	0
SRP055730	2	29133127	31852291	50	2719164	0.01768	0.00099	0.32289	1	1	0	1	1	1	0
SRP055730	2	32011765	34122307	78	2110542	0.01415	0.00077	0.44428	2	2	0	1	1	1	0
SRP055730	2	34391788	37003005	18	2611217	0.02946	0.00095	0.28315	1	1	0	1	1	1	0
SRP055730	2	37030706	38863513	58	1832807	0.01641	0.00067	0.40755	2	2	1	0.29	0.06092	0.54139	0
SRP055730	2	38933591	39163903	15	230312	0.03227	8e-05	0.51275	2	2.05966	1	0.47	0.1163	0.82129	0
SRP055730	2	39272142	39556725	12	284583	0.03608	1e-04	0.45036	2	2	0	1	1	1	0
SRP055730	2	39571942	42261057	21	2689115	0.02728	0.00098	0.29356	1	1	0	1	1	1	0
SRP055730	2	42922323	44602765	60	1680442	0.01614	0.00061	0.41115	2	2	1	0.27	0.0489	0.51414	0
SRP055730	2	44746227	47340319	34	2594092	0.02144	0.00095	0.31242	1	1	0	1	1	1	0
SRP055730	2	47377669	48956435	40	1578766	0.01976	0.00058	0.44308	2	2	0	1	1	1	0
SRP055730	2	49051569	51203321	21	2151752	0.02728	0.00079	0.29047	1	1	0	1	1	1	0
SRP055730	2	53931231	54278748	22	347517	0.02665	0.00013	0.4304	2	2	0	1	1	1	0
SRP055730	2	54388564	55328552	29	939988	0.02321	0.00034	0.32348	1	1	0	1	1	1	0
SRP055730	2	55418082	55914318	31	496236	0.02245	0.00018	0.47219	2	2	0	1	1	1	0
SRP055730	2	56009289	60855724	30	4846435	0.02282	0.00177	0.27141	1	1	0	0.27	0.0412	0.56809	0
SRP055730	2	60958170	62373929	60	1415759	0.01614	0.00052	0.48769	2	2	1	0.29	0.0584	0.53357	0
SRP055730	2	62411941	65056239	47	2644298	0.01823	0.00096	0.34831	1	1	1	0.72	0.44423	0.94795	0
SRP055730	2	65212706	65556237	13	343531	0.03467	0.00013	0.46446	2	2	0	1	1	1	0
SRP055730	2	66003127	68037608	15	2034481	0.03227	0.00074	0.28246	1	1	0	1	1	1	0
SRP055730	2	68228684	69442082	32	1213398	0.0221	0.00044	0.34166	1	1	0	0.77	0.46227	0.97252	0
SRP055730	2	69682506	70176532	17	494026	0.03032	0.00018	0.38822	2	1.99037	1	0.43	0.10005	0.77631	0
SRP055730	2	70252297	70582253	11	329956	0.03769	0.00012	0.5483	3	2.99981	0	0.72	0.30539	0.97221	0
SRP055730	2	70668231	73914594	89	3246363	0.01325	0.00118	0.35166	1	1	1	0.69	0.45608	0.91248	0
SRP055730	2	73943755	74467479	23	523724	0.02606	0.00019	0.43828	2	2	0	1	1	1	0
SRP055730	2	74478576	74660472	11	181896	0.03769	7e-05	0.35393	1	1.00085	0	0.68	0.26502	0.96257	0
SRP055730	2	74725825	75927732	32	1201907	0.0221	0.00044	0.3433	1	1	0	0.75	0.45109	0.9692	0
SRP055730	2	76092223	84585196	41	8492973	0.01952	0.0031	0.27222	1	1	1	0.26	0.04314	0.53819	0
SRP055730	2	84660379	89732154	218	5071775	0.00847	0.00185	0.3872	2	1.99998	1	0.44	0.23435	0.63079	0
SRP055730	2	89911916	103367028	393	13455112	0.00631	0.00491	0.36562	1	1	1	0.59	0.40471	0.77071	0
SRP055730	2	105634027	106745239	15	1111212	0.03227	0.00041	0.32155	1	1	0	1	1	1	0
SRP055730	2	106771944	107121232	27	349288	0.02406	0.00013	0.4245	2	2	0	1	1	1	0
SRP055730	2	108452203	108524497	19	72294	0.02868	3e-05	0.43222	2	2	0	1	1	1	0
SRP055730	2	108575926	109031279	10	455353	0.03953	0.00017	0.32415	1	1	0	1	1	1	0
